f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,label
0,25.256227,13.479678,1,1,1,1.9993575,0,1,1,1,2,200,1,0
0,33.10342,1.626679,2,2,4,0.53721786,0,0,0,1,2,0,1,0
1,36.162193,5.5022163,2,3,5,4.998462,0,0,0,0,2,210,694,0
0,38.567772,4.9993505,2,13,4,13.48572,1,0,0,1,2,979,2,0
1,21.500652,9.741652,2,8,4,0.2506427,1,0,0,0,2,140,1,0
1,34.98127,2.500683,2,3,4,1.0044136,0,0,0,1,2,210,1,0
1,33.652534,1.2563891,2,9,4,1.1763133,0,0,0,0,2,121,4,0
0,22.680227,0.7854409,2,3,4,0.08042338,0,0,0,0,2,144,2,0
0,34.821274,1.2614834,1,3,8,0.501981,0,0,0,1,2,160,1,0
1,19.511087,0.30054447,2,4,4,0.28975764,0,0,0,0,2,280,362,0
0,27.590927,2.9994392,2,7,4,2.783732,0,1,1,1,2,279,12,0
0,17.928385,0.5354049,2,8,4,1.7525153,0,1,1,1,2,80,9,0
1,21.995552,0.80459,2,9,4,0.2928175,0,1,1,0,2,420,279,0
1,23.580656,1.7915056,2,8,4,0.54874444,0,0,0,1,2,136,1,0
1,25.012392,11.99438,2,4,4,2.2468228,1,1,2,1,2,120,13,0
0,25.342098,2.075809,2,8,8,2.740311,1,0,0,1,2,360,1,0
1,31.57976,0.754935,1,6,4,3.4962728,0,0,0,1,2,320,13,0
1,31.24971,2.835981,2,1,1,0.0,0,1,5,0,2,176,149,0
1,47.32655,6.497036,2,8,4,0.9997966,0,0,0,1,2,0,231,0
1,49.137875,2.2950494,2,1,1,0.29329386,0,0,0,0,2,200,1,0
1,24.988512,11.982175,2,4,4,2.2487273,1,1,2,1,2,120,6,0
1,23.939806,0.59767485,1,13,8,0.12265494,0,0,0,0,2,240,1,0
1,27.40928,12.486679,2,6,5,0.24908401,0,0,0,1,2,719,1,0
1,35.002937,2.5131283,2,3,4,1.0031313,0,0,0,1,2,210,1,0
0,23.582596,0.58885336,1,1,1,0.12690617,0,0,0,0,2,120,88,0
1,19.675253,9.994431,1,4,8,0.83186996,1,0,0,1,2,140,3,0
1,21.196707,0.8738344,1,8,8,0.25056627,0,0,0,0,2,280,201,0
1,21.19908,0.011278367,2,8,4,0.50185287,0,0,0,1,1,0,1,0
0,24.50089,1.7442861,1,8,4,0.16617109,0,0,0,0,2,132,1,0
1,62.473434,12.738953,1,8,8,4.998508,1,0,0,0,2,112,1,0
1,62.704517,6.9950924,2,10,9,0.0022890787,0,0,0,0,2,0,14,0
1,23.440197,1.0050142,2,8,4,0.49977425,0,0,0,1,1,280,11,0
0,21.076757,4.9888697,1,1,1,0.007993244,0,0,0,0,2,0,3,0
1,37.3243,2.6612473,2,13,4,0.16368248,0,0,0,1,2,1,497,0
0,20.071278,1.2554023,2,8,4,0.004458211,0,0,0,0,2,0,1,0
1,41.549923,1.7523956,2,4,4,0.21404411,1,0,0,0,2,160,1,0
0,33.896873,1.5899882,1,1,1,0.0,1,0,0,0,2,320,1,0
1,19.02505,0.0,1,1,1,0.0018875819,0,1,4,0,2,45,5,0
1,36.31564,3.7934148,2,9,4,1.1615131,1,0,0,1,2,200,5,0
1,37.29425,2.6673129,2,13,4,0.15848996,0,0,0,1,2,1,503,0
1,36.156506,0.41932365,1,9,4,0.29415348,0,0,0,1,2,309,7,0
0,32.21502,1.5064342,2,8,4,0.25093845,0,0,0,1,2,372,123,0
0,17.94319,10.19989,2,1,1,0.0033724527,0,0,0,0,2,0,53,0
1,23.584286,0.8358135,2,3,8,0.09103229,0,0,0,1,2,220,9,0
0,33.081245,1.6339276,2,2,4,0.53799796,0,0,0,1,2,0,1,0
1,31.560726,3.004006,1,3,5,6.9942284,0,0,0,0,2,0,1,0
1,34.56686,0.0027057885,2,8,4,0.0005567294,0,0,0,0,3,184,3,0
0,51.88602,6.485994,2,3,5,3.0830016,0,0,0,1,2,73,6,0
1,18.865274,0.4284279,1,8,4,0.16199209,0,1,1,0,2,200,3,0
1,34.154762,2.7485554,2,3,5,2.5022717,0,0,0,1,2,232,196,0
0,53.30058,0.16817495,2,1,1,0.0029404382,0,0,0,1,1,62,27,0
1,23.509663,3.161556,1,4,4,0.41418388,0,1,1,1,2,280,87,0
1,16.343395,4.0875397,2,3,8,0.4133115,0,0,0,1,2,120,1,0
1,27.839077,1.0016508,1,2,8,2.9973717,0,0,0,0,2,176,541,0
1,35.568512,0.75331116,2,4,4,1.502439,0,0,0,1,2,231,3,0
1,17.937815,0.20458004,2,6,4,0.039906524,0,0,0,0,2,280,749,0
1,23.08298,2.5086107,2,1,1,0.08242347,0,0,0,1,2,100,4197,0
1,26.348175,13.000898,2,10,2,0.0,0,0,0,1,2,140,1114,0
