f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,label
0,16.094,0.33643124,2,1,1,0.0,0,1,1,0,2,160,128,0
1,36.156837,5.497953,2,3,5,4.9986396,0,0,0,0,2,210,693,0
1,22.256184,0.47171804,2,4,4,0.12888886,0,0,0,1,2,280,59,0
0,19.75574,0.75283766,2,8,4,0.79557395,1,1,5,1,2,140,8,0
1,27.82725,3.9982257,1,3,8,5.7431326,1,1,2,1,2,75,2,0
1,25.68313,2.208824,1,6,4,3.9973607,1,0,0,0,2,188,1,0
0,27.669418,1.4996309,2,7,4,1.997673,1,0,0,0,1,368,1,0
0,40.836445,3.4977825,2,3,5,0.5024502,0,0,0,0,1,1159,2,0
1,28.669512,14.491563,2,2,4,0.12979628,0,0,0,0,2,0,283,0
0,22.680494,0.7926271,2,3,4,0.08515718,0,0,0,0,2,144,9,0
1,52.292957,1.3767629,1,8,8,9.449871,1,0,0,1,2,200,94,0
0,37.31206,2.4995651,2,3,8,0.21052386,0,0,0,0,2,260,254,0
1,31.257057,2.839459,2,1,1,0.0,0,1,5,0,2,176,144,0
1,28.171871,0.13557455,1,4,4,0.0886965,0,0,0,0,2,216,2098,0
0,28.17458,0.5869696,2,6,4,0.041459344,0,0,0,0,2,260,1006,0
1,22.264824,0.4587309,2,4,4,0.12515022,0,0,0,1,2,280,48,0
1,17.087397,3.2863128,2,3,4,0.33575085,0,0,0,1,2,140,4,0
0,31.73529,2.993303,1,5,3,0.0,0,0,0,0,2,160,14,0
0,16.510643,1.2488987,2,11,4,0.25661066,0,1,1,0,2,108,89,0
1,31.555784,0.04681895,1,2,4,4.2430887,0,0,0,1,2,460,3,0
0,15.84206,7.6187954,2,11,4,0.13041426,0,1,1,1,2,0,156,0
0,40.318153,8.121166,1,4,4,0.16613986,0,1,2,0,2,184,21,0
1,34.987244,2.5078502,2,3,4,1.0021574,0,0,0,1,2,210,9,0
0,16.11885,0.3412225,2,1,1,0.004708789,0,1,1,0,2,160,129,0
1,34.82322,3.9932902,2,2,5,12.486512,1,0,0,1,2,184,1,0
1,43.1667,5.003168,2,3,5,2.2496521,0,0,0,1,2,142,1,0
1,26.86442,0.55343604,2,4,1,0.0,0,0,0,0,2,100,3,0
1,35.000977,3.369344,2,8,8,8.286769,0,0,0,1,2,0,3,0
1,24.752453,0.54356503,2,7,4,0.99972486,0,0,0,1,2,120,1,0
1,20.41656,1.100066,2,11,4,1.4870735,0,0,0,0,2,108,7,0
0,33.22863,3.000851,1,6,4,1.9990734,0,0,0,0,2,180,3,0
1,16.926249,0.33944532,1,4,4,0.29305473,0,0,0,0,1,200,3,0
1,44.804077,6.9892793,1,8,4,1.6288652,0,0,0,0,2,160,6,0
1,19.406195,7.243637,2,7,4,0.04266598,0,1,1,0,2,101,6,0
1,23.925913,0.5924401,1,13,8,0.12520386,0,0,0,0,2,240,1,0
1,41.164417,1.3257654,2,2,4,0.1614566,0,0,0,0,2,168,1,0
1,43.146233,4.991451,2,3,5,2.2521152,0,0,0,1,2,141,18,0
1,17.596436,9.996918,2,9,8,0.16417576,0,1,1,0,2,120,4,0
1,36.05529,2.5447803,2,1,1,0.0017261725,0,0,0,0,2,0,1007,0
0,27.340698,1.666394,2,1,1,0.0005567294,0,0,0,0,2,340,2,0
1,35.729668,2.4182818,2,9,4,0.123930715,0,1,2,0,2,220,9,0
0,39.072243,4.0014176,2,8,4,2.99537,0,0,0,0,2,479,1,0
1,21.412756,0.76143265,1,12,7,0.7537924,0,0,0,1,2,132,7,0
1,39.162975,2.5004106,1,3,8,9.988119,0,0,0,1,1,200,1,0
1,37.14403,3.997995,2,8,5,4.9955893,1,0,0,1,1,280,1,0
0,25.24604,12.486905,2,2,4,1.0059892,0,0,0,1,2,180,1060,0
0,29.542248,1.7603471,1,4,4,1.2460805,0,0,0,1,2,280,1,0
1,25.014244,12.003065,2,4,4,2.2512019,1,1,2,1,2,120,4,0
1,18.195278,10.234509,2,8,8,1.0882488,0,0,0,0,2,320,14,0
1,25.813425,12.822413,2,13,4,0.50265765,0,0,0,0,2,0,1,0
0,24.504835,1.0459988,1,1,1,0.50217175,1,1,3,0,2,180,141,0
1,22.686537,0.75057673,2,3,4,1.5920883,0,1,1,1,2,400,19,0
1,23.943594,0.5932429,1,13,8,0.12639977,0,0,0,0,2,240,1,0
1,37.15331,3.9965522,2,8,5,4.9994016,1,0,0,1,1,280,1,0
0,17.675524,0.0028879403,1,5,1,0.00034620575,0,0,0,0,2,86,10,0
1,18.09913,6.7397556,1,7,4,0.04441025,0,0,0,0,2,140,1,0
1,28.769905,1.1690888,2,4,4,0.501408,1,0,0,0,1,280,1,0
0,33.892147,1.5877867,1,1,1,0.006705783,1,0,0,0,2,320,1,0
1,21.450302,0.75559926,1,12,7,0.7508408,0,0,0,1,2,132,4,0
1,43.247776,25.192743,2,11,8,0.20977618,1,1,1,0,2,760,99,0
0,48.984234,1.5060964,2,5,3,0.0076868753,1,0,0,1,2,101,35,0
0,23.767296,0.7186742,2,9,4,0.25102046,0,1,1,1,2,240,13,0
1,34.403183,1.3374197,2,3,5,0.13523103,0,0,0,1,2,440,4487,0
0,27.148064,1.2529447,2,1,1,0.0,0,1,1,0,2,92,296,0
1,32.996815,2.5037136,1,9,4,6.994034,0,0,0,1,2,280,6,0
1,49.57707,18.982494,2,1,1,0.0059828977,1,1,1,0,2,94,1,0
1,40.579185,1.5064161,2,3,5,0.0,0,0,0,0,1,300,5,0
1,22.493128,0.13543102,1,4,4,0.12443449,0,0,0,0,2,200,72,0
1,32.430077,2.165649,1,4,1,0.0065028886,0,0,0,0,2,120,10,0
1,37.334126,2.66496,2,13,4,0.16527845,0,0,0,1,2,0,498,0
1,29.830482,3.4962585,2,8,4,0.16405345,0,0,0,0,2,216,1,0
1,28.593327,3.630688,2,6,4,0.24946202,0,0,0,1,2,100,2,0
1,20.421051,0.002604699,2,8,4,0.0019619684,0,0,0,0,3,184,4,0
0,27.66506,1.499233,2,7,4,1.9996608,1,0,0,0,1,368,1,0
1,27.844746,1.4963377,2,9,4,2.2455719,0,1,1,1,2,100,1,0
1,18.322254,1.2202687,1,10,2,0.0051226835,0,0,0,0,2,100,1,0
1,19.036957,0.0040795566,1,1,1,0.0061335783,0,1,4,0,2,45,2,0
1,31.570318,0.5067327,2,8,5,0.8336835,1,0,0,1,1,320,1,0
