f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,label
1,39.13483,2.500701,1,3,8,9.991098,0,0,0,1,1,200,1,0
1,23.088495,0.003908849,2,4,4,1.002121,0,1,11,0,1,0,2,0
1,21.933102,0.4976842,2,8,4,0.118394874,0,0,0,0,2,360,6,0
1,20.092932,0.24869797,2,11,4,0.12439325,0,0,0,0,2,200,4,0
1,52.306282,1.3763466,1,8,8,9.449222,1,0,0,1,2,200,101,0
1,43.158283,2.250911,2,3,5,0.7499535,1,0,0,0,2,559,1,0
1,16.258574,0.84464526,2,7,4,0.08319952,1,0,0,0,1,200,5,0
0,33.17291,2.2465527,1,13,4,3.4991918,0,0,0,1,2,200,140,0
1,38.38896,0.7141769,2,8,4,0.38036707,0,1,2,0,2,225,499,0
1,20.67334,5.288074,2,11,4,0.37027052,1,1,1,0,2,160,1,0
1,31.563438,0.75532746,1,6,4,3.4983382,0,0,0,1,2,320,8,0
1,29.435339,1.2518911,2,9,4,1.7484918,0,0,0,0,2,200,1,0
1,31.090134,3.0764434,2,8,4,2.4991817,0,1,2,1,2,160,45,0
1,21.532146,9.746165,2,8,4,0.24618627,1,0,0,0,2,140,8,0
1,19.679647,9.9925785,1,4,8,0.839488,1,0,0,1,2,140,5,0
1,23.595469,1.7917562,2,8,4,0.5408827,0,0,0,1,2,136,1,0
1,27.56957,3.2451615,1,11,8,5.0763316,0,1,2,1,2,369,3,0
1,36.05998,2.5431519,2,1,1,0.00089504535,0,0,0,0,2,0,996,0
0,20.762558,9.537814,2,3,4,0.03897979,0,0,0,0,2,200,994,0
0,16.1099,0.3372905,2,1,1,0.0,0,1,1,0,2,160,133,0
0,33.244617,3.0012195,1,6,4,1.9958614,0,0,0,0,2,180,1,0
1,31.83775,2.500029,2,6,4,7.4957404,1,0,0,1,2,522,2,0
1,17.090801,0.24881575,2,11,4,0.33159187,0,1,4,0,2,160,12,0
1,29.564884,4.744302,2,7,4,1.9927801,0,1,1,1,2,459,67,0
1,25.666218,3.2408602,2,8,8,2.2888732,0,1,1,1,2,416,24,0
1,17.603455,9.996199,2,9,8,0.16443421,0,1,1,0,2,120,3,0
1,23.110998,0.013894295,2,4,4,1.0018727,0,1,11,0,1,0,1,0
1,25.017523,11.997363,2,4,4,2.2460532,1,1,2,1,2,120,9,0
1,19.445534,7.2486477,2,7,4,0.042387508,0,1,1,0,2,100,7,0
1,22.268045,0.46193668,2,4,4,0.12881042,0,0,0,1,2,280,60,0
1,37.738003,6.9935784,2,11,8,11.488266,1,1,7,1,2,300,10,0
1,27.99901,2.9969642,2,9,4,0.7523086,0,0,0,1,2,300,61,0
0,21.794138,1.7601871,1,5,3,0.0,0,0,0,0,2,160,1,0
1,16.923412,0.33553907,1,4,4,0.2953221,0,0,0,0,1,200,6,0
1,21.177755,0.0053097964,2,8,4,0.5025704,0,0,0,1,1,0,2,0
1,22.09065,2.3398767,2,4,4,0.75868356,0,0,0,0,2,180,5,0
1,19.97797,1.2489188,1,4,4,0.13147284,0,0,0,0,2,140,2,0
1,31.82776,2.4979439,2,6,4,7.4956546,1,0,0,1,2,523,3,0
1,18.69349,4.998249,2,11,4,0.36987224,1,1,2,0,2,0,37,0
1,31.570627,0.050859667,1,2,4,4.2476335,0,0,0,1,2,460,1,0
0,19.515793,0.16678497,2,11,4,0.04568913,0,0,0,1,2,380,1,0
1,36.06838,2.5473619,2,1,1,0.0,0,0,0,0,2,0,1006,0
0,24.584543,0.6708257,2,6,8,1.7519382,1,0,0,0,2,400,1,0
1,18.838549,0.0,2,11,4,0.6597142,0,0,0,0,2,160,1,0
1,30.574123,2.712851,1,7,4,0.13538982,0,0,0,1,1,80,4,0
1,27.833496,4.0035586,1,3,8,5.740863,1,1,2,1,2,75,1,0
1,36.176678,0.43053362,1,9,4,0.29268125,0,0,0,1,2,309,3,0
1,50.708393,0.5926676,2,1,1,0.0,0,0,0,0,2,145,2,0
1,33.601208,0.2527592,2,3,5,3.9898767,0,0,0,1,1,420,3,0
1,28.753551,1.1718149,2,4,4,0.49621835,1,0,0,0,1,280,1,0
1,34.58997,0.004203534,2,8,4,0.0017459613,0,0,0,0,3,184,1,0
1,44.222,10.995017,1,2,4,1.5004373,1,0,0,0,1,0,3,0
1,29.82427,1.2509992,1,4,4,0.24149396,0,0,0,0,2,224,3,0
0,17.927578,0.53809,2,8,4,1.7487724,0,1,1,1,2,80,12,0
0,30.41149,1.378603,2,9,8,0.042759202,0,1,3,0,2,0,33,0
1,22.17196,12.11069,2,8,4,3.3204339,0,1,2,1,2,180,176,0
1,50.736588,0.5948858,2,1,1,3.359836e-06,0,0,0,0,2,145,1,0
1,34.81105,2.4997177,1,9,4,2.996289,0,0,0,0,1,200,1,0
1,16.354042,4.084704,2,3,8,0.4119616,0,0,0,1,2,120,2,0
1,23.497612,2.7494676,2,1,1,4.497184,0,0,0,0,2,160,27,0
0,36.580853,0.2906334,2,1,1,0.0,0,1,10,0,2,200,21,0
1,28.747644,1.5035584,1,8,4,1.4958528,1,0,0,1,2,0,226,0
0,53.304504,0.17331526,2,1,1,0.0,0,0,0,1,1,62,27,0
0,40.328392,8.115804,1,4,4,0.16729714,0,1,2,0,2,184,14,0
1,20.004387,6.994923,2,8,4,0.50157166,0,0,0,0,2,0,4,0
0,31.55741,11.239082,2,1,1,0.0016861182,0,0,0,0,2,184,5193,0
1,22.935816,0.1664426,2,7,4,0.086018346,0,0,0,0,1,0,1,0
1,26.759468,4.5034504,1,8,5,2.5016408,0,0,0,0,2,200,1207,0
1,32.324394,2.5027516,2,8,4,1.2507471,0,0,0,1,2,280,2,0
1,26.752903,2.0032084,2,2,4,0.7491969,0,0,0,1,2,80,2,0
1,16.911789,0.33579037,1,4,4,0.29456916,0,0,0,0,1,200,5,0
1,31.54407,0.74734235,1,6,4,3.5033739,0,0,0,1,2,320,1,0
1,28.581528,3.6322205,2,6,4,0.2574263,0,0,0,1,2,100,2,0
1,28.751966,1.49771,1,8,4,1.4989872,1,0,0,1,2,0,223,0
0,28.490936,1.0060744,2,11,4,1.0036869,1,1,2,1,2,167,501,0
0,17.68389,0.009233689,1,5,1,0.0027296762,0,0,0,0,2,86,7,0
1,31.574646,0.051143862,1,2,4,4.2484813,0,0,0,1,2,460,1,0
1,21.181616,0.0015423059,2,8,4,0.5021095,0,0,0,1,1,1,5,0
1,39.842552,0.5058172,2,7,4,0.24901499,1,0,0,0,1,288,3,0
0,23.489136,1.4883888,2,9,4,0.8832649,0,0,0,1,2,160,5,0
1,35.569473,0.75246644,2,4,4,1.4969937,0,0,0,1,2,231,2,0
1,23.75787,11.996157,2,8,4,2.0781515,0,0,0,0,1,80,1,0
0,25.259304,12.492265,2,2,4,0.9967973,0,0,0,1,2,180,1068,0
1,19.693027,9.987632,1,4,8,0.8329859,1,0,0,1,2,140,1,0
1,31.572426,0.75332284,1,6,4,3.4960175,0,0,0,1,2,320,3,0
1,27.827581,1.0029457,1,2,8,2.99796,0,0,0,0,2,176,535,0
0,23.514572,1.5014565,2,9,4,0.87590706,0,0,0,1,2,160,2,0
0,56.781136,4.2541924,1,1,1,4.9999833,0,0,0,1,2,0,10,0
1,18.996922,0.005118108,1,1,1,0.0013613921,0,1,4,0,2,45,3,0
1,26.19402,12.490172,1,4,8,1.2473795,0,0,0,1,2,0,22,0
1,20.006613,0.009694314,2,2,4,0.5054002,0,0,0,0,2,144,3,0
1,29.49066,0.58175063,2,9,4,0.29099587,0,1,1,0,2,340,2793,0
1,22.011127,0.7943113,2,9,4,0.2882345,0,1,1,0,2,420,284,0
1,32.906757,2.503452,2,6,4,1.7474838,0,1,2,1,2,719,1,0
0,27.663334,1.5045822,2,7,4,1.9994346,1,0,0,0,1,368,4,0
1,47.315784,6.4949126,2,8,4,0.995322,0,0,0,1,2,1,228,0
1,24.486649,13.318943,1,6,4,0.04390242,0,0,0,1,2,120,478,0
0,38.298294,4.412575,2,8,4,0.12238266,0,0,0,0,2,160,4,0
1,22.256416,0.46829626,2,4,4,0.12312915,0,0,0,1,2,280,56,0
1,23.582886,1.7782552,2,8,4,0.5443487,0,0,0,1,2,136,2,0
1,26.34921,12.98501,2,10,2,0.00445082,0,0,0,1,2,140,1108,0
1,28.75105,1.5128052,1,8,4,1.5001957,1,0,0,1,2,0,230,0
1,31.24776,1.118731,2,1,1,0.0066473703,0,1,1,0,2,96,13,0
1,28.668365,14.493149,2,2,4,0.127059,0,0,0,0,2,0,285,0
1,33.981285,4.5005493,2,6,4,0.9982872,1,0,0,1,2,240,1,0
0,16.353737,0.21128818,2,6,4,0.12824227,0,0,0,0,2,200,1,0
1,16.942907,0.3298323,1,4,4,0.29089728,0,0,0,0,1,200,1,0
1,24.593287,1.2393396,2,8,4,0.24863221,0,0,0,0,2,110,1,0
0,31.567312,3.5042365,2,2,4,2.9996822,1,0,0,1,2,300,4,0
1,16.336103,2.7478523,2,6,4,0.66215456,0,1,1,0,2,80,23,0
0,34.801746,1.2563932,1,3,8,0.50366426,0,0,0,1,2,160,7,0
0,56.797848,4.2467723,1,1,1,4.99531,0,0,0,1,2,0,8,0
1,22.524096,0.13019297,1,4,4,0.12463739,0,0,0,0,2,200,70,0
1,47.819965,4.1592546,2,14,5,0.08245327,0,0,0,1,2,520,1,0
0,24.515413,1.7494893,1,8,4,0.16501357,0,0,0,0,2,132,1,0
1,47.300724,6.496132,2,8,4,0.99951017,0,0,0,1,2,0,233,0
1,49.546307,18.98943,2,1,1,0.005188487,1,1,1,0,2,94,2,0
1,20.418858,0.0,2,8,4,0.0038798074,0,0,0,0,3,184,1,0
0,15.9374485,2.8803499,2,11,4,0.08487799,0,0,0,0,2,120,7,0
0,52.159855,0.0070173503,1,1,1,0.0,0,0,0,0,2,0,3,0
1,34.73888,2.4962418,2,13,5,0.4980351,0,0,0,0,2,348,3,0
1,27.843647,3.9971294,1,3,8,5.740733,1,1,2,1,2,75,1,0
1,36.49645,4.259526,2,11,4,3.496607,0,0,0,0,2,454,58,0
0,26.148619,2.0019615,2,5,3,0.0010187846,0,0,0,1,2,276,2,0
0,29.51317,2.0002954,1,10,8,2.000326,0,0,0,0,2,256,23,0
1,17.104967,3.2841759,2,3,4,0.34084967,0,0,0,1,2,140,1,0
0,42.231804,1.7574518,1,8,4,0.0,0,0,0,1,2,150,2,0
1,18.99034,1.7567558,1,8,4,2.3331728,0,0,0,1,2,112,6,0
0,26.508541,2.7039833,1,8,4,0.08896782,0,0,0,0,1,80,2,0
1,19.984154,0.00892899,2,2,4,0.49524143,0,0,0,0,2,144,1,0
0,20.84872,0.50665784,1,10,2,0.9967265,0,0,0,0,2,260,7,0
1,40.562977,3.2913232,2,7,4,3.5000782,0,0,0,1,1,400,1,0
1,43.154514,5.0021324,2,3,5,2.249517,0,0,0,1,2,141,9,0
1,37.171463,4.0003967,2,8,5,4.994064,1,0,0,1,1,280,5,0
1,28.92391,0.3730304,2,8,4,0.29759207,0,0,0,0,2,220,145,0
1,26.832588,0.5387099,2,4,1,0.0,0,0,0,0,2,100,1,0
1,36.172848,5.5079675,2,3,5,4.9942408,0,0,0,0,2,210,679,0
1,34.408947,1.3315365,2,3,5,0.13106968,0,0,0,1,2,440,4493,0
1,40.565506,1.5030565,2,3,5,0.00011184029,0,0,0,0,1,300,2,0
0,26.165949,2.000961,2,5,3,0.0031850557,0,0,0,1,2,276,7,0
0,22.68573,0.32476112,2,11,4,0.74788845,0,0,0,0,1,160,1,0
0,33.901085,1.5972066,1,1,1,0.0,1,0,0,0,2,320,2,0
1,32.088493,3.9894228,1,13,4,1.4973028,0,0,0,1,2,120,2,0
0,17.3416,9.494049,2,6,4,1.7496158,0,1,10,1,2,0,13,0
1,35.257965,3.1719234,2,14,8,3.7481227,1,0,0,1,2,680,1,0
1,32.40515,2.1555905,1,4,1,0.0,0,0,0,0,2,120,11,0
0,34.819763,1.2603807,1,3,8,0.50281036,0,0,0,1,2,160,3,0
1,38.402042,0.6987157,2,8,4,0.3763732,0,1,2,0,2,225,503,0
1,29.429256,1.2418458,2,9,4,1.751451,0,0,0,0,2,200,1,0
0,51.873707,6.491105,2,3,5,3.081573,0,0,0,1,2,73,4,0
0,17.678518,0.011225915,1,5,1,0.0,0,0,0,0,2,86,7,0
1,19.018793,0.009958958,1,1,1,0.0,0,1,4,0,2,45,1,0
0,16.910742,0.49665424,2,3,4,0.1688707,0,1,6,1,2,240,37,0
0,19.586224,0.68781066,2,9,4,1.6728561,0,0,0,0,2,220,1,0
1,29.260023,12.985398,2,2,8,0.5010128,0,0,0,0,2,228,1,0
0,38.314312,4.414864,2,8,4,0.13615753,0,0,0,0,2,160,1,0
0,20.440344,10.5002165,1,14,8,0.010903381,0,0,0,1,2,154,39,0
0,21.762234,11.737622,2,8,4,0.24784304,0,0,0,1,2,180,2,0
0,31.90469,3.129802,2,1,1,3.03842,0,1,2,1,2,200,1,0
1,29.4248,1.260014,2,8,8,0.25658074,0,1,2,1,2,400,108,0
1,15.180283,6.998257,2,10,4,0.9980725,0,0,0,0,2,600,1,0
1,38.923225,1.7576973,2,4,4,0.49684516,0,0,0,1,2,300,11,0
1,25.01034,11.978458,2,4,4,2.2488828,1,1,2,1,2,120,3,0
0,29.491537,2.0005853,1,10,8,2.005207,0,0,0,0,2,256,23,0
1,21.498892,9.737556,2,8,4,0.24805774,1,0,0,0,2,140,7,0
1,41.551826,1.7539492,2,4,4,0.21129586,1,0,0,0,2,160,4,0
1,25.943268,0.8735752,2,4,4,0.37939134,0,1,2,1,2,174,2,0
1,32.915627,2.4995086,2,6,4,1.7445791,0,1,2,1,2,719,1,0
0,22.679222,0.79449964,2,3,4,0.08855059,0,0,0,0,2,144,1,0
1,26.163212,12.491489,1,4,8,1.2507296,0,0,0,1,2,0,13,0
0,57.534714,2.00208,2,1,1,6.487855,0,1,1,0,2,0,14,0
0,17.335392,9.496837,2,6,4,1.749715,0,1,10,1,2,0,16,0
1,26.753618,4.5082116,1,8,5,2.4976053,0,0,0,0,2,200,1201,0
0,16.086945,0.34011957,2,1,1,0.0003097277,0,1,1,0,2,160,134,0
1,31.54513,0.044316985,1,2,4,4.2493377,0,0,0,1,2,459,1,0
1,24.994856,11.990136,2,4,4,2.2562625,1,1,2,1,2,120,17,0
1,23.582846,0.4584081,1,9,4,2.624961,1,1,6,1,2,208,343,0
0,29.476143,2.005264,1,10,8,1.9994467,0,0,0,0,2,256,10,0
1,23.00304,0.74806905,2,7,4,0.50659573,1,0,0,1,1,320,4,0
0,19.489971,0.17602608,2,11,4,0.043807767,0,0,0,1,2,380,4,0
1,34.833908,3.9972954,2,2,5,12.485805,1,0,0,1,2,184,1,0
1,39.89017,4.99568,2,3,5,0.21107365,0,0,0,0,2,549,1,0
1,18.201668,10.243225,2,8,8,1.0869333,0,0,0,0,2,320,16,0
0,45.331215,0.9910424,2,11,4,0.12616111,0,0,0,1,2,263,1,0
0,21.072481,5.002366,1,1,1,0.00748565,0,0,0,0,2,0,1,0
1,34.810555,3.9975703,2,2,5,12.486435,1,0,0,1,2,184,1,0
0,24.508303,1.7561204,1,8,4,0.16253187,0,0,0,0,2,132,13,0
0,23.766268,0.7104032,2,9,4,0.25698867,0,1,1,1,2,240,6,0
0,25.445086,1.1225209,2,11,4,1.2862748,1,1,2,0,2,200,4,0
1,33.964764,4.506199,2,6,4,1.0058006,1,0,0,1,2,240,6,0
0,19.584736,0.66514826,1,8,4,1.0017935,0,1,1,0,2,1998,3,0
1,25.66847,0.28712866,1,8,4,1.4941369,0,0,0,1,2,160,1,0
1,29.417917,1.2504244,2,8,8,0.2541068,0,1,2,1,2,399,106,0
0,25.346115,2.0860887,2,8,8,2.7494864,1,0,0,1,2,360,2,0
1,35.73028,2.41747,2,9,4,0.121144794,0,1,2,0,2,220,1,0
1,16.922358,0.33564445,1,4,4,0.29167762,0,0,0,0,1,200,3,0
1,24.757168,0.54875064,2,7,4,1.0026851,0,0,0,1,2,120,1,0
0,53.307156,0.16925594,2,1,1,0.0,0,0,0,1,1,62,33,0
1,17.068148,3.2945757,2,3,4,0.33176425,0,0,0,1,2,140,3,0
0,20.856602,0.5109632,1,10,2,1.0016977,0,0,0,0,2,260,4,0
1,22.089767,2.3359163,2,4,4,0.7514335,0,0,0,0,2,180,1,0
1,22.253136,0.46571323,2,4,4,0.1309302,0,0,0,1,2,279,51,0
1,33.650562,1.2526855,2,9,4,1.1683291,0,0,0,0,2,120,14,0
1,23.096992,0.010892129,2,4,4,1.001534,0,1,11,0,1,0,1,0
0,17.93404,10.198705,2,1,1,0.0,0,0,0,0,2,0,49,0
1,18.855968,3.5411105,1,1,1,0.00033571533,0,0,0,1,2,180,10,0
1,24.750525,0.54837584,2,7,4,0.9997299,0,0,0,1,2,120,1,0
1,26.74968,4.500147,1,8,5,2.5015237,0,0,0,0,2,200,1205,0
0,39.08534,3.993222,2,8,4,2.9956052,0,0,0,0,2,480,6,0
