f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,label
1,35.761314,2.4123025,2,9,4,0.12816788,0,1,2,0,2,220,1,0
0,22.250555,1.2496784,1,1,1,3.2495441,0,0,0,0,2,280,1,0
0,29.49374,1.0831139,1,14,4,1.0076396,0,0,0,0,2,280,13,0
0,24.603748,0.67795014,2,6,8,1.7555399,1,0,0,0,2,400,3,0
1,34.75874,2.5096297,2,13,5,0.50597847,0,0,0,0,2,348,1,0
0,30.245369,5.505782,2,4,4,5.494556,0,0,0,1,1,100,6,0
1,19.983355,6.9979753,2,8,4,0.4970025,0,0,0,0,2,0,5,0
0,23.748566,0.71034455,2,9,4,0.25256005,0,1,1,1,2,239,3,0
1,24.604347,13.4829645,1,1,1,0.0066299657,0,0,0,0,2,184,1,0
1,22.262407,0.4569914,2,4,4,0.1370206,0,0,0,1,2,280,63,0
1,23.09596,2.5005057,2,1,1,0.08910634,0,0,0,1,2,100,4202,0
0,53.319717,0.16112396,2,1,1,0.0051994543,0,0,0,1,1,62,22,0
1,44.814575,6.996056,1,8,4,1.6227268,0,0,0,0,2,161,1,0
1,21.993189,7.827599,1,3,5,0.16905071,0,0,0,1,2,184,1,0
1,23.086525,2.4984734,2,1,1,0.09567692,0,0,0,1,2,100,4200,0
1,18.837149,0.0,2,11,4,0.6641463,0,0,0,0,2,160,1,0
0,19.501537,0.16474983,2,11,4,0.04106929,0,0,0,1,2,380,7,0
1,26.191008,12.494347,1,4,8,1.2467643,0,0,0,1,2,0,20,0
0,16.498047,1.2461755,2,11,4,0.2523922,0,1,1,0,2,108,92,0
0,32.24951,1.5042708,2,8,4,0.25102094,0,0,0,1,2,372,129,0
0,40.297752,8.112199,1,4,4,0.16793253,0,1,2,0,2,184,15,0
1,27.831587,4.000475,1,3,8,5.748916,1,1,2,1,2,75,7,0
0,28.581072,3.75726,2,8,4,0.25948635,0,1,1,1,2,40,153,0
1,17.090515,3.2850578,2,3,4,0.33709756,0,0,0,1,2,140,3,0
0,33.24815,3.007867,1,6,4,1.9877567,0,0,0,0,2,180,1,0
1,25.659239,3.251052,2,8,8,2.288768,0,1,1,1,2,416,25,0
0,21.79105,11.737584,2,8,4,0.25637975,0,0,0,1,2,180,1,0
0,27.302862,1.6631651,2,1,1,0.0,0,0,0,0,2,340,1,0
1,32.316395,2.5126777,2,8,4,1.2529795,0,0,0,1,2,280,3,0
1,30.172098,1.092946,1,8,4,0.043302797,0,0,0,0,2,170,181,0
