iter	Logloss
0	0.6304947563
1	0.5869994675
2	0.5377280415
3	0.5044242085
4	0.4680734828
5	0.4405621073
6	0.4189323094
7	0.3914579972
8	0.371388311
9	0.3534107153
10	0.3356396219
11	0.3204343713
12	0.3053074933
13	0.2939162987
14	0.2853250034
15	0.2752205669
16	0.2670484239
17	0.2552666042
18	0.2451461571
19	0.2381150398
20	0.2363348698
21	0.2310337675
22	0.226341535
23	0.2219386225
24	0.2174696328
25	0.2121028292
26	0.2060670493
27	0.2023488363
28	0.1989354894
29	0.1937107694
30	0.1909895745
31	0.1867762469
32	0.1836164502
33	0.1803442914
34	0.1778466045
35	0.1759626306
36	0.1717205213
37	0.1689307171
38	0.1661924832
39	0.1636968751
40	0.1609979381
41	0.1582835764
42	0.1563030519
43	0.1533415753
44	0.1519560662
45	0.1493092855
46	0.1484726837
47	0.1458621923
48	0.1444306526
49	0.142241149
50	0.1409779424
51	0.138218888
52	0.1365656867
53	0.135839313
54	0.1341307046
55	0.1328577014
56	0.1316665097
57	0.1304567309
58	0.1282646511
59	0.1262294382
60	0.1241386303
61	0.1221366108
62	0.1210914944
63	0.1188302745
64	0.117787867
65	0.1167837171
66	0.1160004547
67	0.1141661271
68	0.1124819438
69	0.1111196103
70	0.1104154283
71	0.1086502186
72	0.1075122115
73	0.1052680859
74	0.1045482801
75	0.1036344777
76	0.1027599501
77	0.1014813962
78	0.1008412237
79	0.09933033819
80	0.09804971667
81	0.09641955832
82	0.09612004377
83	0.09414753568
84	0.09221783514
85	0.09132358717
86	0.09026762368
87	0.08951727826
88	0.08901263251
89	0.08797816401
90	0.08712426338
91	0.08630094666
92	0.08573815719
93	0.08463881119
94	0.08383897975
95	0.08264699742
96	0.08223120648
97	0.08183432869
98	0.08042479805
99	0.07898955967
100	0.07835201319
101	0.07801882979
102	0.07740226414
103	0.07702152971
104	0.07625128705
105	0.0751240053
106	0.07424617159
107	0.0737227896
108	0.07309280064
109	0.07250057165
110	0.07227107062
111	0.07170509117
112	0.07135135816
113	0.07084741454
114	0.07024418928
115	0.06927469226
116	0.06828571264
117	0.06730814948
118	0.06651231517
119	0.06575418555
120	0.06545357082
121	0.06491216024
122	0.06442735091
123	0.06382887467
124	0.06280599401
125	0.06220987292
126	0.06150540891
127	0.06033194722
128	0.05977158477
129	0.05936259947
130	0.05917208022
131	0.0588559745
132	0.05868531932
133	0.05762663026
134	0.05707312321
135	0.0566301871
136	0.05604545483
137	0.05576085077
138	0.05536101521
139	0.05506189319
140	0.0544979593
141	0.05372557709
142	0.05313494033
143	0.05273580689
144	0.05218422931
145	0.05191214741
146	0.0512063289
147	0.0507918427
148	0.05025891843
149	0.04994081691
150	0.04896920246
151	0.04860621466
152	0.0483028246
153	0.04753471043
154	0.04730419214
155	0.04698491304
156	0.04661244931
157	0.04620976655
158	0.04589671536
159	0.04546122896
160	0.04497168168
161	0.04466749827
162	0.04441589134
163	0.04406501659
164	0.04346123295
165	0.04317611197
166	0.04229609724
167	0.0420468593
168	0.04166446078
169	0.04133509484
170	0.04118063554
171	0.04088675181
172	0.04064389934
173	0.040293008
174	0.03994846068
175	0.03924881755
176	0.0389309814
177	0.03855123935
178	0.0383317975
179	0.03785777438
180	0.03751099352
181	0.03731463336
182	0.03712263798
183	0.03692652384
184	0.03657400435
185	0.03632479958
186	0.03608093815
187	0.035634121
188	0.03517081219
189	0.03493728914
190	0.03465887153
191	0.03434768069
192	0.03398677439
193	0.03379857713
194	0.03348304085
195	0.03320949665
196	0.03297257631
197	0.0327360402
198	0.0324814368
199	0.03227489306
200	0.03204256141
201	0.03181490691
202	0.03154766801
203	0.03134463766
204	0.03097023895
205	0.03068390169
206	0.03037273296
207	0.02995808366
208	0.02957684061
209	0.02944710773
210	0.02931694915
211	0.02914887304
212	0.02897121872
213	0.02886985005
214	0.02869826884
215	0.02857501265
216	0.02843083091
217	0.02812392193
218	0.02800273619
219	0.02782897396
220	0.02745512257
221	0.0273283447
222	0.0271739628
223	0.02705243429
224	0.0268952577
225	0.02674331665
226	0.0265657342
227	0.02636764084
228	0.02621317877
229	0.02597812155
230	0.02582616115
231	0.0255926381
232	0.02551472152
233	0.02523982283
234	0.02499076456
235	0.02471991553
236	0.024605599
237	0.02444778664
238	0.02433239481
239	0.02416574506
240	0.02386589327
241	0.02374257074
242	0.02364969668
243	0.02347249017
244	0.02334176768
245	0.02318780319
246	0.02297117399
247	0.02284197462
248	0.02272165962
249	0.02241134782
250	0.0221093468
251	0.02203581713
252	0.02191988627
253	0.02175806433
254	0.02170010995
255	0.02155113635
256	0.02137653655
257	0.02129585432
258	0.02115516939
259	0.02108104125
260	0.0209985581
261	0.02083497946
262	0.02060974232
263	0.02049957635
264	0.0203890372
265	0.02026348805
266	0.02017904503
267	0.0199579073
268	0.01987571716
269	0.01975564542
270	0.01954046885
271	0.01946076241
272	0.01933093417
273	0.01928330159
274	0.01906065734
275	0.01891921638
276	0.01885499401
277	0.0187442282
278	0.01867055893
279	0.01855978897
280	0.01850071783
281	0.01841974673
282	0.01830886067
283	0.01821570189
284	0.01814656465
285	0.01808900418
286	0.01796981425
287	0.01782261116
288	0.01775549737
289	0.01761068261
290	0.01749906678
291	0.01740008921
292	0.01725293588
293	0.01719422824
294	0.01707257533
295	0.01698842532
296	0.01694470419
297	0.01685949961
298	0.01677070839
299	0.01665514656
300	0.01659872083
301	0.01646585188
302	0.01636934419
303	0.01633127323
304	0.0161792299
305	0.01609767278
306	0.01601193746
307	0.01592431967
308	0.01588954373
309	0.01581652545
310	0.01570531458
311	0.0156552218
312	0.01555120772
313	0.01542472425
314	0.0153382329
315	0.0151216659
316	0.01503181043
317	0.01497671708
318	0.01492938995
319	0.01484317503
320	0.01481499603
321	0.01473611196
322	0.01467004583
323	0.01458645696
324	0.01446284419
325	0.0144194368
326	0.01431132883
327	0.01421752598
328	0.01407696268
329	0.01401266015
330	0.01390185287
331	0.01384383768
332	0.01376849327
333	0.01373818715
334	0.01369606792
335	0.01360227889
336	0.01346386619
337	0.01339514221
338	0.01336054318
339	0.01330041747
340	0.01326404102
341	0.01320335001
342	0.0131630787
343	0.01303520203
344	0.01301178034
345	0.01297649715
346	0.0128495244
347	0.01278101603
348	0.0127089998
349	0.01261903514
350	0.01258633379
351	0.0125287056
352	0.01250013269
353	0.01247438348
354	0.0124408252
355	0.01238781473
356	0.01233445872
357	0.01229910367
358	0.01218874005
359	0.01215600553
360	0.01212593853
361	0.01208116559
362	0.01203116541
363	0.01191866225
364	0.01186958811
365	0.0118063595
366	0.01167914349
367	0.01155312925
368	0.01152140783
369	0.01143521502
370	0.01138031725
371	0.01130463904
372	0.01125648816
373	0.01122569761
374	0.01119175234
375	0.01111425731
376	0.01103064703
377	0.01100173273
378	0.01092882156
379	0.01091059395
380	0.01085087527
381	0.0108296035
382	0.01076560435
383	0.01067632661
384	0.01058963624
385	0.01057012945
386	0.01052860454
387	0.01049338631
388	0.01043679196
389	0.01036839071
390	0.01029667854
391	0.0102504205
392	0.0101693264
393	0.0101169213
394	0.01010127759
395	0.01006525703
396	0.009987251309
397	0.009961515233
398	0.009922194826
399	0.009849560779
400	0.009828830111
401	0.009788703918
402	0.009695509206
403	0.009665186509
404	0.009595693367
405	0.009547506554
406	0.009497612801
407	0.009441636956
408	0.00938386226
409	0.009350850617
410	0.009322639134
411	0.009280627707
412	0.009241922351
413	0.009187900156
414	0.009157247129
415	0.009113498356
416	0.009091852022
417	0.009052454907
418	0.00900513884
419	0.008975572862
420	0.008905838538
421	0.008856676627
422	0.008835413145
423	0.008789491653
424	0.008753988017
425	0.008692006788
426	0.008650381669
427	0.008631485096
428	0.008600586048
429	0.00855897475
430	0.00853225321
431	0.008490532032
432	0.008465688125
433	0.00842991981
434	0.008382109628
435	0.008363210291
436	0.008344400793
437	0.008326762656
438	0.008283068477
439	0.008236999788
440	0.008226167292
441	0.008176117358
442	0.008141391174
443	0.008111340067
444	0.008063337077
445	0.008033782157
446	0.00802462412
447	0.007996734674
448	0.007974939761
449	0.007920953502
450	0.007894919575
451	0.007878999434
452	0.007855000703
453	0.007827208699
454	0.007799906662
455	0.007762678119
456	0.007720904419
457	0.007695388794
458	0.00768459016
459	0.007662330158
460	0.007616512326
461	0.007582385989
462	0.007534429992
463	0.007525021097
464	0.007514509256
465	0.007482134778
466	0.007459984655
467	0.007414173734
468	0.007399701381
469	0.007387853705
470	0.007328618782
471	0.007299906275
472	0.007271863412
